"country_code","country_name","continent","population_2010","population_2011","population_2012","population_2013","population_2014","population_2015","population_2016","population_2017","population_2018","population_2019","deathrate_2010","deathrate_2011","deathrate_2012","deathrate_2013","deathrate_2014","deathrate_2015","deathrate_2016","deathrate_2017","deathrate_2018","deathrate_2019","GDP(US$)_2010","GDP(US$)_2011","GDP(US$)_2012","GDP(US$)_2013","GDP(US$)_2014","GDP(US$)_2015","GDP(US$)_2016","GDP(US$)_2017","GDP(US$)_2018","GDP(US$)_2019","active_HIV_cases_children_2010","active_HIV_cases_children_2011","active_HIV_cases_children_2012","active_HIV_cases_children_2013","active_HIV_cases_children_2014","active_HIV_cases_children_2015","active_HIV_cases_children_2016","active_HIV_cases_children_2017","active_HIV_cases_children_2018","active_HIV_cases_male_adults_2010","active_HIV_cases_male_adults_2011","active_HIV_cases_male_adults_2012","active_HIV_cases_male_adults_2013","active_HIV_cases_male_adults_2014","active_HIV_cases_male_adults_2015","active_HIV_cases_male_adults_2016","active_HIV_cases_male_adults_2017","active_HIV_cases_male_adults_2018","active_HIV_cases_female_adults_2010","active_HIV_cases_female_adults_2011","active_HIV_cases_female_adults_2012","active_HIV_cases_female_adults_2013","active_HIV_cases_female_adults_2014","active_HIV_cases_female_adults_2015","active_HIV_cases_female_adults_2016","active_HIV_cases_female_adults_2017","active_HIV_cases_female_adults_2018","aids_deaths_children_2010","aids_deaths_children_2011","aids_deaths_children_2012","aids_deaths_children_2013","aids_deaths_children_2014","aids_deaths_children_2015","aids_deaths_children_2016","aids_deaths_children_2017","aids_deaths_children_2018","aids_deaths_male_adults_2010","aids_deaths_male_adults_2011","aids_deaths_male_adults_2012","aids_deaths_male_adults_2013","aids_deaths_male_adults_2014","aids_deaths_male_adults_2015","aids_deaths_male_adults_2016","aids_deaths_male_adults_2017","aids_deaths_male_adults_2018","aids_deaths_female_adults_2010","aids_deaths_female_adults_2011","aids_deaths_female_adults_2012","aids_deaths_female_adults_2013","aids_deaths_female_adults_2014","aids_deaths_female_adults_2015","aids_deaths_female_adults_2016","aids_deaths_female_adults_2017","aids_deaths_female_adults_2018"
"GUY","Guyana","Americas",749436,752028,755399,759285,763380,767432,771366,775221,779004,NA,7.143,7.123,7.117,7.13,7.162,7.213,7.283,7.365,NA,NA,3033.24772490536,3425.43644063562,3788.14674878178,3934.86526171904,4031.60066245674,4166.12851559884,4542.62206666493,4586.05457171312,4979.00218839886,NA,3300,3300,3400,3500,3600,3600,3700,3800,3800,3200,3300,3500,3600,3700,3800,3900,4000,4100,3300,3300,3400,3500,3600,3600,3700,3800,3800,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"HTI","Haiti","Americas",9949322,10100320,10250930,10400673,10549008,10695542,10839970,10982366,11123176,NA,9.629,9.48,9.333,9.185,9.037,8.893,8.759,8.638,NA,NA,665.627419493396,744.217426799623,769.749380959249,815.820015229786,831.873948899917,815.728284410317,735.301770321704,765.727294324274,868.34202469407,NA,72000,74000,75000,77000,79000,81000,83000,85000,87000,55000,56000,56000,57000,58000,59000,60000,61000,62000,72000,74000,75000,77000,79000,81000,83000,85000,87000,1100,1000,1000,1000,1000,1000,1000,1000,1000,1900,2100,2100,2100,1900,1800,1700,1400,1200,1900,2100,2100,1800,1400,1400,1300,1100,1000
"HND","Honduras","Americas",8317470,8480671,8640691,8798521,8955589,9112916,9270795,9429013,9587522,NA,4.534,4.497,4.468,4.446,4.431,4.424,4.423,4.428,NA,NA,1904.34646496881,2088.31530028695,2144.3426111782,2102.59316626494,2206.05193412773,2302.20137936204,2342.58465119568,2449.96469108151,2500.11321286023,NA,8900,8900,8800,8800,8800,8800,8900,8900,8900,16000,15000,15000,14000,14000,14000,13000,13000,13000,8900,8900,8800,8800,8800,8800,8900,8900,8900,100,100,100,100,100,100,100,100,100,1000,1000,1000,1000,1000,1000,1000,1000,1000,500,500,500,500,500,500,500,500,500
"HKG","Hong Kong SAR, China","Asia",7024200,7071600,7150100,7178900,7229500,7291300,7336600,7391700,7451000,NA,6,6,6.1,6,6.2,6.3,6.4,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN","Hungary","Europe",10000023,9971727,9920362,9893082,9866468,9843028,9814023,9787966,9768785,NA,13,12.9,13,12.8,12.8,13.4,13,13.5,NA,NA,13113.5259617277,14150.9667263678,12918.2475205388,13687.246101281,14246.109801447,12651.5683423004,12992.375667515,14457.608763614,16161.9805101918,NA,500,500,500,500,500,500,1000,1000,1000,1700,1900,2100,2300,2400,2600,2800,2900,3100,500,500,500,500,500,500,1000,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"ISL","Iceland","Europe",318041,319014,320716,323764,327386,330815,335439,343400,353574,NA,6.4,6.2,6.1,6.7,6.3,6.6,6.9,6.5,NA,NA,43024.9238377351,47516.8757402109,45910.0209039774,49522.2369665887,54242.0546770039,52428.5957626253,61757.9493064483,71314.774196294,73191.1163154337,NA,100,100,100,100,100,100,100,100,100,200,200,200,200,200,500,500,500,500,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"IND","India","Asia",1234281170,1250288729,1265782790,1280846129,1295604184,1310152403,1324509589,1338658835,1352617328,NA,7.492,7.393,7.312,7.251,7.212,7.194,7.195,7.21,NA,NA,1357.56371913262,1458.10352686177,1443.87952939042,1449.6059123387,1573.88149211052,1605.60543109026,1729.26802051544,1981.26870609561,2009.97885727039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN","Indonesia","Asia",241834215,245116206,248452413,251806402,255129004,258383256,261554226,264645886,267663435,NA,6.653,6.579,6.518,6.471,6.437,6.419,6.418,6.433,NA,NA,3122.36281521649,3643.04393616102,3694.34894603237,3623.91158235134,3491.62479085767,3331.69512758628,3562.84575641971,3836.91381389271,3893.59607757239,NA,160000,170000,180000,190000,2e+05,210000,220000,220000,220000,350000,360000,370000,380000,390000,390000,390000,4e+05,4e+05,160000,170000,180000,190000,2e+05,210000,220000,220000,220000,2000,2200,2300,2500,2500,2600,2500,2500,2500,16000,19000,21000,22000,24000,24000,24000,24000,23000,5900,7200,8400,9500,11000,11000,11000,12000,12000
"IRN","Iran, Islamic Rep.","Asia",73762519,74634956,75539862,76481943,77465753,78492215,79564016,80673951,81800269,NA,4.905,4.857,4.82,4.799,4.795,4.805,4.821,4.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRQ","Iraq","Asia",29741976,30725300,31890011,33157050,34411951,35572261,36610632,37552781,38433600,NA,5.514,5.401,5.281,5.164,5.057,4.965,4.889,4.826,NA,NA,4657.28042580536,6045.49555071698,6836.0273134631,7076.55460775667,6818.8046210291,4989.80307473071,4776.72649939342,5205.28825481948,5834.16621076061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL","Ireland","Europe",4560155,4580084,4599533,4623816,4657740,4701957,4755335,4807388,4853506,NA,6.1,6.2,6.3,6.4,6.3,6.4,6.4,6.3,NA,NA,48715.1768553933,51848.9097301621,48917.8975571766,51590.1884453629,55492.982676213,61995.4227789928,63197.0823744196,69649.8827399743,78806.431996268,NA,1900,2000,2100,2100,2200,2200,2300,2400,2500,2900,3100,3300,3500,3700,4000,4200,4500,4700,1900,2000,2100,2100,2200,2200,2300,2400,2500,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"IMN","Isle of Man","Europe",84857,84886,84533,83976,83488,83234,83287,83598,84077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69766.5211886388,77351.9588821432,76104.681367227,80431.6727965138,88974.2286497928,81606.2800333934,79155.541672096,80989.1722114502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISR","Israel","Asia",7623600,7765800,7910500,8059500,8215700,8380100,8546000,8713300,8883800,NA,5.2,5.3,5.3,5.2,5.2,5.3,5.2,5.1,NA,NA,30693.5930786871,33669.2464692884,32511.2378524925,36309.4688256886,37678.8897743182,35776.7951710172,37321.6240366845,40541.8620907084,41715.0292840432,NA,1500,1600,1700,1800,1900,2000,2100,2100,2200,4500,4800,5100,5300,5600,5900,6200,6500,6700,1500,1600,1700,1800,1900,2000,2100,2100,2200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"ITA","Italy","Europe",59277417,59379449,59539717,60233948,60789140,60730582,60627498,60536709,60431283,NA,9.9,10,10.3,10,9.8,10.7,10.1,10.7,NA,NA,36000.5201179254,38599.0622070322,35053.5262442572,35549.9746972954,35518.4152916749,30230.2263021296,30936.125444977,32326.8417463954,34483.2039992043,NA,32000,33000,34000,35000,36000,37000,37000,38000,39000,75000,78000,80000,82000,84000,86000,87000,89000,90000,32000,33000,34000,35000,36000,37000,37000,38000,39000,100,100,100,100,100,100,100,100,100,1000,1000,1000,1000,1000,500,500,500,1000,500,500,200,200,200,200,200,200,200
"JAM","Jamaica","Americas",2810460,2825929,2842132,2858709,2875136,2891021,2906238,2920853,2934855,NA,7.31,7.368,7.42,7.463,7.497,7.523,7.542,7.558,NA,NA,4704.05445468166,5111.471413428,5209.85193130013,4989.17139091154,4833.79031821405,4907.50371974316,4843.33847410864,5069.18383810726,5354.2368587703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN","Japan","Asia",128070000,127833000,127629000,127445000,127276000,127141000,126994511,126785797,126529100,NA,9.5,9.9,10,10.1,10.1,10.3,10.5,10.8,NA,NA,44507.6763859172,48167.9972684965,48603.4766497749,40454.4474578903,38109.4121125573,34524.4698609337,38794.3309405515,38331.9793978104,39289.9584346358,NA,2400,2500,2600,2600,2700,2700,2800,2800,2800,17000,18000,20000,21000,23000,24000,25000,26000,27000,2400,2500,2600,2600,2700,2700,2800,2800,2800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOR","Jordan","Asia",7261539,7663131,8090872,8520420,8920049,9266575,9551467,9779173,9956011,NA,3.832,3.818,3.809,3.805,3.806,3.813,3.826,3.843,NA,NA,3690.11326778672,3816.27925808967,3877.33934463778,3998.02747275799,4072.76547535039,4105.44896083238,4103.73359991068,4162.82068657256,4241.78878213854,NA,100,100,100,100,100,100,100,100,100,200,200,200,500,500,500,500,500,500,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"KAZ","Kazakhstan","Asia",16321872,16557201,16792089,17035550,17288285,17542806,17794055,18037776,18276499,NA,8.95,8.72,8.54,8,7.65,7.46,7.37,7.15,NA,NA,9070.48825285747,11634.0019047654,12386.7000029472,13890.6317716835,12807.2606866152,10510.7718884148,7714.84184376024,9247.58133129626,9812.60113654067,NA,3800,4300,5000,5600,6300,7000,7700,8500,9200,6900,8000,9100,10000,11000,13000,14000,15000,16000,3800,4300,5000,5600,6300,7000,7700,8500,9200,100,100,100,100,100,100,100,100,100,200,500,500,500,500,500,500,500,500,100,200,200,200,200,200,200,200,100
"KEN","Kenya","Africa",42030676,43178257,44343410,45519889,46699981,47878336,49051686,50221473,51393010,NA,7.467,7.07,6.73,6.428,6.161,5.928,5.734,5.582,NA,NA,951.687961116879,971.63332904823,1136.87140571776,1210.38801408195,1315.80453537238,1336.8833490475,1410.5275710827,1568.20154066413,1710.51009699405,NA,780000,780000,8e+05,820000,840000,860000,870000,890000,910000,490000,490000,5e+05,510000,510000,520000,520000,530000,530000,780000,780000,8e+05,820000,840000,860000,870000,890000,910000,16000,14000,13000,11000,9600,8300,7200,6500,5200,15000,14000,14000,15000,17000,16000,13000,12000,11000,25000,22000,17000,14000,14000,13000,12000,10000,9100
"KIR","Kiribati","Oceania",102927,104728,106370,107890,109391,110930,112524,114158,115847,NA,7.031,6.959,6.875,6.781,6.68,6.578,6.481,6.396,NA,NA,1516.81186907787,1735.01835782836,1788.50542068887,1715.76533141614,1642.76259749601,1542.5752495838,1584.80744578963,1625.575969558,1625.28610001512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRK","Korea, Dem. People’s Rep.","Asia",24548836,24673385,24800612,24929452,25057752,25183833,25307744,25429985,25549819,NA,8.781,8.727,8.683,8.671,8.696,8.76,8.856,8.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR","Korea, Rep.","Asia",49554112,49936638,50199853,50428893,50746659,51014947,51245707,51466201,51635256,NA,5.1,5.1,5.3,5.3,5.3,5.4,5.5,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XKX","Kosovo",NA,1775680,1791000,1805200,1824100,1821800,1801800,1816200,1830700,1845300,NA,7.1,7,7,7,7,7,7,7,NA,NA,3283.48345086938,3736.70083342298,3600.57596540598,3876.97067553345,4054.71696967191,3574.24111998804,3697.12959470956,3948.05266976444,4302.27648252378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KWT","Kuwait","Asia",2991884,3168060,3348853,3526378,3690942,3835591,3956873,4056097,4137309,NA,2.404,2.38,2.369,2.376,2.403,2.451,2.518,2.601,NA,NA,38577.3816572031,48618.8822913341,51978.9984836395,49388.2093931705,44062.4002975741,29869.5293908248,27653.1644010105,29759.5324471408,33994.4065667831,NA,200,200,200,200,200,200,200,200,200,500,500,500,500,500,500,500,500,500,200,200,200,200,200,200,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"KGZ","Kyrgyz Republic","Asia",5447900,5514600,5607200,5719600,5835500,5956900,6079500,6198200,6315800,NA,6.6,6.5,6.5,6.1,6.1,5.8,5.5,5.4,NA,NA,880.037775119109,1123.8831680627,1177.97473487848,1282.43716202467,1279.76978265986,1121.08283510739,1120.66651300848,1242.76964282023,1281.36366078545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAO","Lao PDR","Asia",6249165,6347567,6444530,6541304,6639756,6741164,6845846,6953035,7061507,NA,7.394,7.225,7.07,6.93,6.803,6.691,6.593,6.508,NA,NA,1140.59920478703,1378.36136494331,1581.39540349425,1825.66511330676,1998.33521471699,2134.71179567796,2308.80048220079,2423.8462031921,2542.4865281792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LVA","Latvia","Europe",2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1926542,NA,14.3,13.9,14.3,14.3,14.3,14.4,14.6,14.8,NA,NA,11344.6933695837,13713.8553053545,13847.7851073453,15043.1175639591,15740.3267490719,13698.9379476476,14153.4149226916,15548.0823130571,17860.6171980214,NA,1200,1300,1300,1400,1400,1400,1500,1600,1700,2800,2900,3000,3100,3100,3200,3300,3500,3700,1200,1300,1300,1400,1400,1400,1500,1600,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,200,200,200,200,200,200,100,100,100,100,100,100,100,100,100,100,100
"LBN","Lebanon","Asia",4953061,5202343,5538634,5914621,6262410,6532678,6711121,6811873,6848925,NA,3.9,3.92,3.952,3.995,4.048,4.109,4.181,4.263,NA,NA,7756.74406876812,7703.38947185733,7985.85494092208,7923.851717266,7712.06284840621,7649.8326108624,7634.94654364282,7838.34338489943,8269.78767551923,NA,500,500,500,500,500,500,500,500,500,1200,1300,1500,1600,1700,1800,1900,2000,2100,500,500,500,500,500,500,500,500,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"LSO","Lesotho","Africa",1995581,2003787,2014990,2028519,2043437,2059021,2075001,2091412,2108132,NA,19.325,18.669,17.936,17.177,16.433,15.75,15.157,14.656,NA,NA,1199.95176611775,1393.38636155716,1328.81307401803,1249.18349561088,1276.4130001565,1112.08144054711,1115.33607520903,1226.6126297762,1299.15312598733,NA,170000,170000,180000,180000,180000,190000,190000,190000,190000,120000,120000,120000,130000,130000,130000,130000,130000,130000,170000,170000,180000,180000,180000,190000,190000,190000,190000,1200,1100,1000,1000,1000,1000,1000,1000,1000,2900,2800,2900,3300,3600,4000,3700,3200,2800,3100,2600,2600,2700,2800,3300,3300,3000,2600
"LBR","Liberia","Africa",3891356,4017443,4135659,4248334,4359505,4472230,4586788,4702228,4818977,NA,9.662,9.338,9.046,8.763,8.485,8.213,7.957,7.729,NA,NA,513.445698620224,596.897081053795,657.936256349955,721.930055405248,721.182794835652,710.383857717515,714.623392230031,698.70176435511,677.322178545364,NA,21000,21000,21000,21000,21000,21000,21000,22000,22000,14000,14000,15000,15000,14000,14000,14000,14000,14000,21000,21000,21000,21000,21000,21000,21000,22000,22000,1000,1000,500,500,500,500,500,500,500,1000,1000,1000,1000,1000,1000,1000,1000,1000,1200,1100,1000,1000,1000,1000,1000,1000,1000
"LBY","Libya","Africa",6197663,6247439,6285750,6320359,6362037,6418315,6492164,6580724,6678567,NA,4.8,4.901,4.99,5.056,5.095,5.111,5.108,5.099,NA,NA,12064.7806924218,5554.1791642315,13025.2813934413,10363.7894894551,6466.91027014384,4337.91913919348,4035.1943155047,5756.42314018283,7241.70448113024,NA,1700,1800,2000,2100,2200,2300,2500,2600,2700,4200,4600,4900,5200,5400,5600,5900,6100,6300,1700,1800,2000,2100,2200,2300,2500,2600,2700,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"LIE","Liechtenstein","Europe",35994,36293,36615,36934,37223,37470,37658,37800,37910,NA,6.6,6.8,6.1,6.7,7.2,6.7,7.2,6.6,NA,NA,141200.380010278,158156.599825792,149010.224898665,173058.317372602,178845.631017897,167290.939983907,165028.245029187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LTU","Lithuania","Europe",3097282,3028115,2987773,2957689,2932367,2904910,2868231,2828403,2789533,NA,13.6,13.6,13.7,14,13.7,14.4,14.3,14.2,NA,NA,11953.9384416891,14338.6435140155,14333.9493428112,15705.1639858867,16534.4819837926,14249.1149666026,14999.4796391329,16840.938567953,19153.4089860651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX","Luxembourg","Europe",506953,518347,530946,543360,556319,569604,582014,596336,607728,NA,7.4,7.4,7.3,7,6.9,7,6.8,7.1,NA,NA,104965.306078267,115761.507705096,106749.013622989,113625.13289956,118823.648368575,101376.496574339,104278.390971905,107361.306947271,116639.88804711,NA,200,500,500,500,500,500,500,500,500,1000,1000,1000,1000,1000,1000,1000,1000,1000,200,500,500,500,500,500,500,500,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"MAC","Macao SAR, China","Asia",538219,550832,564039,577372,590208,602085,612836,622585,631636,NA,3.668,3.657,3.657,3.671,3.7,3.743,3.8,3.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDG","Madagascar","Africa",21151640,21743967,22346641,22961253,23589887,24234088,24894380,25570540,26262368,NA,7.375,7.173,6.98,6.8,6.63,6.472,6.324,6.185,NA,NA,471.959211584451,531.265505398676,518.152812673554,541.06608508644,530.861263904165,467.235277373582,475.955365636474,515.292738970352,527.501285041282,NA,5900,6200,6600,7000,7600,8300,9200,10000,12000,14000,14000,15000,16000,17000,18000,20000,23000,25000,5900,6200,6600,7000,7600,8300,9200,10000,12000,200,200,200,200,500,500,500,500,500,1000,1000,1000,1000,1000,1000,1000,1000,1000,500,500,500,500,500,500,500,500,500
"MWI","Malawi","Africa",14539612,14962112,15396005,15839269,16289540,16745303,17205289,17670260,18143315,NA,10.789,9.903,9.113,8.43,7.864,7.415,7.074,6.811,NA,NA,478.668589704525,534.951264721663,391.561832360636,348.430269640572,371.269749625713,380.597033140938,315.777326372575,356.717573153369,389.398033178836,NA,450000,470000,480000,5e+05,520000,540000,550000,570000,580000,310000,320000,330000,340000,350000,360000,370000,380000,390000,450000,470000,480000,5e+05,520000,540000,550000,570000,580000,11000,9600,8100,6300,4800,4300,3800,3300,2600,8700,7800,6900,6000,5600,5500,5500,5500,5500,9800,8600,7200,5800,5100,4700,4600,4800,5000
"MYS","Malaysia","Asia",28208035,28650955,29068159,29468872,29866559,30270962,30684804,31105028,31528585,NA,4.649,4.683,4.722,4.767,4.818,4.877,4.942,5.014,NA,NA,9040.56625117172,10399.372753345,10817.4428742856,10970.1232849014,11319.0797572756,9955.24212653611,9817.74086096214,10254.2340242588,11373.2330025676,NA,17000,17000,17000,17000,16000,16000,15000,15000,15000,57000,58000,60000,61000,63000,64000,67000,69000,72000,17000,17000,17000,17000,16000,16000,15000,15000,15000,100,100,100,100,100,100,100,100,100,2200,2300,2400,2700,2900,2800,2500,2100,2100,1000,1000,1000,1000,1000,1000,1000,1000,1000
"MDV","Maldives","Asia",365734,380495,397237,415593,435015,454915,475513,496402,515696,NA,3.529,3.445,3.353,3.256,3.157,3.058,2.965,2.883,NA,NA,7076.66242320238,7291.42764039704,7265.61365556669,7928.45736514824,8499.36576172668,9033.3904129872,9209.28862477108,9540.63434888323,10330.615614094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MLI","Mali","Africa",15049353,15514591,15979499,16449864,16934220,17438778,17965429,18512394,19077690,NA,12.481,12.09,11.72,11.358,11.001,10.649,10.307,9.984,NA,NA,709.581964584771,836.509809417356,778.669462492053,805.259668494187,847.150386296709,751.170593517089,779.874933008414,828.511976401524,899.659908096615,NA,63000,65000,67000,70000,72000,75000,78000,81000,85000,38000,39000,40000,41000,42000,43000,44000,46000,48000,63000,65000,67000,70000,72000,75000,78000,81000,85000,2000,1900,1900,1900,2000,2100,2100,2100,2200,1200,1200,1300,1600,1900,2100,2000,1900,1900,2000,1900,1600,1700,2100,2300,2400,2500,2400
"MLT","Malta","Europe",414508,416268,420028,425967,434558,445053,455356,467999,483530,NA,7.3,7.8,8.1,7.6,7.5,7.7,7.3,7.6,NA,NA,21107.3644349639,22845.9048853838,21926.8083687432,23838.6143979371,26012.0153054014,24077.0108248549,25151.5196168932,27283.5447293274,30098.2833099975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MHL","Marshall Islands","Oceania",56366,56531,56717,56938,57179,57439,57735,58058,58413,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,2876.994996984,3083.83187985353,3224.33838179029,3296.69816291405,3230.02326028787,3213.83728825363,3473.77500649519,3666.69537359193,3788.16359372058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
